ID,Frase,"Valor
Real","Evento
Adverso"
3732, nachozcaoticus coma algo talvez seja só falta de uns miligramas de glicose mas fique atento .,não tem,não tem
3733, nada como o vini voltar a trabalhar e o cara ter que ir em cima de um telhado de zinco com um calor de 40 graus .,não tem,não tem
3734, nada cura dor de garganta como chazinho de prednisolona um viva para os corticóides o. nada foi feito até o momento o calor está absurdo .,não tem,não tem
3736, nada mais milagroso do que colocar bicarbonato de sódio em afta muito boooomm queima pra caralho uma dor bem foda mas depois fica maravilha .,tem,não tem
3737, nada melhor pra enjoo de ressaca que dois comprimidos de omeprazol .,não tem,não tem
3738, nada pior do que vc está coma glicose alta q sacoooo .,não tem,não tem
3739, nada que um hidrocortisona é um calamed não resolva depois a dor kkkk nunca mais tomo sol https twitter com ldsctt status 799431838766809088 .,não tem,não tem
3742, naltrexona é efetiva no tratamento da doença de crohn http fb me 7b9ecbyxe .,não tem,não tem
3743, namoral vai se fuder só assim mesmo cólica é uma parada péssima cara manooooo como assim dá vontade de tomar morfina .,não tem,não tem
3744, namorar deve ser bom mas já tomaram ibuprofeno quando tavam com dor muito bom .,não tem,não tem
3745, nandhaferrari é serio tem uma pomada tbm que é neurotica lidocaina vende em farmácias para a dor em 30 segundo .,não tem,não tem
3746, nao achei a lidocaina acho q vou ter q aguentar essa dor do caralho .,não tem,não tem
3747, não acredito que passei 17 anos da minha vida sofrendo e descobrir só agora que tenho alergia a ibuprofeno .,tem,não tem
3748, não acredito que só agora que fui me tocar que eu tenho alergia a ibuprofeno .,tem,não tem
3749, nao acredito que vou ter que tomar uma vacina duas vezes por semana durante 3 meses por causa de uma alergia .,não tem,não tem
3750, não aguento de dor de estômago e nem mais omeprazol faz efeito .,tem,não tem
3751, nao aguento e dor de cabeça tontura formigamento de braço e rosto pressao e glicose baixa mas se eu comer doce a glic sobe la em cima .,não tem,não tem
3752, nao aguento essa tosse essa dor de garganta nao quero entrar na nimesulida .,não tem,não tem
3753, não aguento mais cefalexina esse remédio tem cheiro de morte .,tem,não tem
3754, não aguento mais de cólica pqp .,não tem,não tem
3755, não aguento mais de dor já tomei dois omeprazol e dois dramin pra não vomitar .,não tem,não tem
3756, não aguento mais dor nas costas aaaa .,não tem,não tem
3757, não aguento mais sentir dor já tomei dipirona e essa cólica n passa .,não tem,não tem
3758, não aguento mais tomar remédio ir no medico sentir dor .,não tem,não tem
3759, não aguento mais tomar vacina por causa dessa alergia .,não tem,não tem
3761, não basta ta com uma alergia no rosto tu vai e faz uma vacina pra fuder com teu braço tb bem no dia que tem uma cadeira de desenho tecnico .,não tem,não tem
3762, nao basta ter q tomar vacina de alergia td terça minha mae quer me levar amanha p tomar outra ah vai lavar ne .,não tem,não tem
3763, não bebam 1 pq tem cafeína e causa dependência 2 pq amarela os dentes 3 pq é o novo ópio bebam água é melhor https twitter com boddahz status 802429465133453312 .,não tem,não tem
3764, não consegui dormir e consequentemente atrapalhei o sono do meu bofe a ansiedade bateu forte hello fluoxetina my darkness old friend .,não tem,não tem
3765, não consigo achar normal as pessoas que tomam 379537 remédios tipo todo dia sente um enjôo taca omeprazol sente uma dorzinha paracetamol .,não tem,não tem
3767, não consigo nem deitar do lado do braço da vacina puta merda q dor .,tem,não tem
3768, não curto muito chocolate amargo mas é o único que tem em casa e a minha ansiedade tá precisando ingerir glicose .,não tem,não tem
3769, não desejo alergia a dipirona nem ao meu pior inimigo .,tem,não tem
3771, não devia ter tomado nimesulida tá me dando enjôo e tontura .,tem,não tem
3773, não é certo umx adolescente de 17 anos viver a base de omeprazol quando não remédios mais fortes viver tendo crises de ansiedade .,não tem,não tem
3774, não é grosseria é que o calor derrete parte da minha dopamina .,não tem,não tem
3775, não é muito esperto tomar um pantoprazol pra passar a azia e ir tomar vinho e cerveja né .,não tem,não tem
3776, não é recomendado o uso de ayahuasca para quem tem predisposição à esquizofrenia o excesso de dopamina pode desencadear a doença crônica .,não tem,não tem
3777, nao é uma bacteria e uma doença auto imune nao tem cura precisa tomar mesalazina pro resto da vida todo dia senão tu se caga todo .,não tem,não tem
3778, não eh azia a gastrite que atacou me ajuda deus não tem omeprazol em casa .,não tem,não tem
3779, não entenda minha dependência da morfina como uma fraqueza ou uma perversão quando o senhor ler essas páginas rabiscadas às pressas .,tem,não tem
3780, não és daqueles que o dono se esqueceu de dar a vacina para a raiva .,não tem,não tem
3781, não esquecer que a depressão pode ser muito carbohidrato branco falta de oxitocina ou vit c e genética pesquisar https twitter com revistasaude status 789821258645008384 .,não tem,não tem
3782, não estou bem hoje é febre é gripe glicose baixa meu deus .,não tem,não tem
3784, não existe nenhuma porcentagem da maconha o que causa a tontura é o nível de nicotina alcatrão e monóxido de carbono .,não tem,não tem
3785, não existem vacina antirrábica soro antirrábico a raiva voltou com tudo depois de quase totalmente erradicada .,não tem,não tem
3788, não fumem pois o ministério da saúde adverte que a dependência da nicotina causa tristeza dor e morte .,tem,não tem
3789, não há cigarro lamotrigina venlafaxina quetiapina amitriptilina e nem rivotril que tiram a maior dor emocional do ser humano a saudade .,não tem,não tem
3792, não há clipe música que defina melhor o ápice da minha ansiedade daquela madrugada com milhares de coisas na cabeça que nicotine do p atd .,não tem,não tem
3793, não há nicotina hoje para mim que dor .,não tem,não tem
3794, não lembro se tomei o omeprazol e estou começando a ficar com náusea .,não tem,não tem
3796, não o genérico é paracetamol fosfato de codeína mais conhecido como tylex é um remédio pra dor mt forte .,não tem,não tem
3797, não partiu ainda mas o vet falou que só resta o tango argentino vou dar dipirona pra diminuir o desconforto e ficar ao lado dele até o fim .,não tem,não tem
3798, não passa a porra de fluoxetina pra mim meu problema não é só ansiedade fluoxetina me faz mal .,não tem,não tem
3801, não podia estar melhor amigdalite infecciosa que me obrigou a levar uma injeção de penicilina e 38 8 graus de febre .,não tem,não tem
3802, não por isso mesmo o povo fica me irritando por eu ter alergia de cigarro e não ter de maconha mas é pq não tem nicotina lá .,tem,não tem
3804, não posso tomar marceeella tenho alergia a feldene infelizmente só posso tomar paracetamol nessas horas .,tem,não tem
3806, não precisa necessariamente ser disfunção hormonal mas se for deve estar relacionado à testosterona .,não tem,não tem
3807, não precisa trocar água basta aumentar a alcalinidade basta acabar com a azia da piscina com bicarbonato de sódio https twitter com folha status 764507142883676160 .,não tem,não tem
3809, não quero voltar a tomar vacina de alergia não mesmo .,não tem,não tem
3810, não recomendo ninguém a tomar um paracetamol de 750 nesse calor glr .,não tem,não tem
3811, não são nem 9 am e já ultrapassei a dosagem máxima de ibuprofeno e naproxeno dor .,não tem,não tem
3813, não se se é lmnha glicose muito baixa mas to c uma tontura muito forte .,não tem,não tem
3816, não sei do que mais tenho raiva se é da glicose anal da america em a seleção ou do thankyouuu da loren veranomtv2016 fifth harmony .,não tem,não tem
3817, não sei mais com que sabonete eu tomo banho ja usei todo tipo e tenho alergia ate os que nao tem glicerina que odio .,não tem,não tem
3818, não sei o que é pior abstinência de cafeína ou do sódio do miojo enfim na falta de qualquer um dos dois é dor de cabeça na certa .,tem,não tem
3819, não sei opinar sobre outra substância mas a fluoxetina comigo só diminui a psicossomatização da ansiedade .,não tem,não tem
3822, não sei qual o melhor diltin ou bisacodil esses laxantes me dão uma sensação de enjoo que eu adoro askanamia .,não tem,não tem
3825, não sei se é só alergia mas essa primavera tá demais ontem meus olhos tavam esbugalhados e doía pra engolir usei budesonida não melhorei .,não tem,não tem
3826, não sei se estou com calor ou frio feliz ou triste q confuso .,não tem,não tem
3827, não sei se estou quente de calor ou de febre .,não tem,não tem
3829, não sei se to tremendo de ansiedade ou excesso de cafeina .,não tem,não tem
3830, não sei se vocês já sentiram várias sensações ao mesmo tempo q liberam oxitocina e adrenalina mas eu to sentindo tdas tipo paixão ansiedade .,não tem,não tem
3831, não sei se vocês sabem mas em algumas mulheres o óleo de ricino causa hemorragia interna porque ele é abortivo .,não tem,não tem
3832, não sei sene de propósito mas eu n aguento ter dor e quando eu tenho é dos infernos nooooossa .,não tem,não tem
3833, não seja por isso hoje já dou vários pra sentir a dor e lembrar de mim 3 .,não tem,não tem
3834, nao sinto dor de dente muito tempo por motivos de encho meu cu de ibuprofeno faz mal não sabemos .,não tem,não tem
3835, não sou médico mas acredito que a depressão esteja relacionada com um déficit de dopamina no cérebro qualquer http fb me 2hhcdnsp1 .,não tem,não tem
3836, não sou médico mas uso metformina sou diabético e o genérico me dá um enjoo absurdo só tomo o de marca glifage .,tem,não tem
3837, não tava aguentando de tanta azia tomei leite chupei gelo tomei hidroxido d alumínio e nada não podia mas tomei um eno que salvou .,não tem,não tem
3838, não tava com saudades desse enjoo que a sertralina traz não .,não tem,não tem
3839, nao tava conseguindo coçar a cabeça de tanta dor muscular tomei um paracetamol e to conseguindo chegar minha mão na cabeça kkkk .,não tem,não tem
3840, não tem coisa pior do que esse gosto de morte que fica depois de tomar secnidazol .,tem,não tem
3841, não tem fluoxetina que dê jeito ou controle a ansiedade que me consome quando começo contagem regressiva dos dias q falta pra ir viajar .,não tem,não tem
3842, não tem nada pra beber vou tomar vitamina c que parece fanta foda se kkkkldjçvksfdjglkjfslkfs morte .,não tem,não tem
3843, não tem nem um remédio de cólica aqui em casa tomei dois dipirona .,não tem,não tem
3845, não tenho motivo pra ter depressão enfia no cu minha cartela de sertralina .,não tem,não tem
3846, não tenho remédio o que a minha mãe comprou tem paracetamol e eu tenho alergia .,tem,não tem
3847, não tentem morrer por excesso de cafeína nao vai dar certo e vc vai ficar com dor .,não tem,não tem
3848, não tinham que ter colocado aquele negócio de bicarbonato de sódio na prova eu lá vou lembrar a fórmula eu ein cura a azia com outra coisa .,não tem,não tem
3849, não tive minha nicotina diária minha ansiedade está lá em cima .,tem,não tem
3851, não to aguentando de cólica queria toma paracetamol mais só consigo pensar no meu filho .,não tem,não tem
3852, não tô aguentando essa porra de cólica mas se eu tomar dipirona só vou acordar depois das 18h .,tem,não tem
3853, não to aguentando to tonta com dor de cabeça preciso de glicose .,não tem,não tem
3854, não tô com dor nem inflamação ela diz que eu não melhoro pq não tomo nimesulida .,não tem,não tem
3855, não tô ressecada mas vinho dá uma dorzinha de cabeça marota heim já detonei uma caixa de bis pra repor a glicose e a dor de cabeça lá .,não tem,não tem
3857, não tome cálcio coma comida http veja abril com br saude suplementos de calcio podem dobrar risco de ataque cardiaco .,não tem,não tem
3858, não tome captopril mas juízo na cara vil e a depressão desaparecerá antes do mês de abril .,não tem,não tem
3859, não tomei a vacina da alergia semana passada e agora ela atacou .,não tem,não tem
3860, não tomei o omeprazol hoje adivinhem qm tá aqui morrendo de dor .,não tem,não tem
3861, não tomei o omeprazol ontem e não comi quase nada por causa do enjoo e tô com fome .,não tem,não tem
3862, nao tomo nem café haha a ansiedade torna impossivel dormir normalmente tomei lorazepam p um tempo mas parei https twitter com ant1fun status 684442337339125760 .,não tem,não tem
3863, não troco a minha saúde por tramadol nenhum mas aceito emprestado em casos de dor .,não tem,não tem
3864, não vejo a hora de poder estocar morfina que cólica .,não tem,não tem
3865, nao vejo a hora de voltar com a minha dose normal de venlafaxina pra essas crises de ansiedade pararem i miss breathing normally .,não tem,não tem
3866, não viciada de morar na starbucks é que se não ingerir cafeína de manhã tenho enxaqueca .,não tem,não tem
3867, não vou levar a amorinha pra dar vacina não tá calor demais não vou sair com a bichinha na rua assim .,não tem,não tem
3868, não vou mais tomar azitromicina me dá enjoo .,tem,não tem
3869, não vou precisa fica dando vacina nela mais se não iria da doença ruim graças a deus .,não tem,não tem
3870, não vou pro curso hoje vou estudar comprei nutella e tô sobre efeito de nimesulida não mereço essa cólica e essa tpm .,não tem,não tem
3871, não vou ver se tenho aqui em casa nunca tomei pra dipirona pra cólica .,não tem,não tem
3872, naokjkkkk fluoxetina é remédio medicamento para depressao ansiedade kapskapdoaj .,não tem,não tem
3873, naproxeno alguém conhece pra enxaqueca o medico receitou ontem .,não tem,não tem
3882, naramig naratriptana é a única coisa que me resolve qdo ataco da enxaqueca .,não tem,não tem
3883, nashataevo pois coma e tome e fique atenta ao estomago ao longo dos dias se sentr pesado ou dor ou coisa assim procura uns omeprazol .,não tem,não tem
3884, natali mew então coma mas suba a glicose .,não tem,não tem
3885, natcfc miga alergia micose é assim mesmo só pode usar esses sabonetes de glicerina hipoalergênicos só tenho usado desses a um mês .,não tem,não tem
3886, natirivero é um remédio pra dor nimesulida de 200 mg .,não tem,não tem
3887, nauu melhor remédio 3 quebrou a perna toma dipirona depressão dipirona ta gravida dipirona https twitter com ohsvehun status 802952907742134272 .,não tem,não tem
3889, ncgd meu caso é diferente aniver de 18 anos ganhei uma grade inventei de beber sozinha samu glicose coma alcoólico nunca mais .,não tem,não tem
3890, ndradems relativebrain gabrielfforsi eu tenho alergia a uma cacetada de aine descobri com o uso de nimesulida por 03 dias .,não tem,não tem
3891, né non cantina leite condensado beats fanta uva nimesulida gostinho do suor do capeta e vontade de morrer .,não tem,não tem
3894, nem álcool nem maconha e nem sertralina mais vence minha ansiedade .,não tem,não tem
3895, nem com dopamina eu to dormindo rebelde essa minha ansiedade .,não tem,não tem
3896, nem dipirona na veia tá dando jeito que cólica maldita .,não tem,não tem
3897, nem dipirona para com essa porra de colica vai toma no cu .,tem,não tem
3899, nem fluoxetina controla a raiva que eu sinto quando meu pai começa a falar .,não tem,não tem
3900, nem isso é mito o limão é acido mas chega no estômago básico ele trata a gastrite o omeprazol só mascara a doença .,não tem,não tem
3901, nem jogando dipirona no ar a temperatura abaixa é rio 50 de febre otima quarta a todos .,não tem,não tem
3902, nem lidocaina ta ajudando cm essa dor .,não tem,não tem
3904, nem nimesulida ta salvado essa minha dor de garganta .,não tem,não tem
3905, nem pra mim tô de boasssss kkkkkkkk tava tão doida que tomei essa porra de glicose sem misturar na água e me deu dor de barriga .,tem,não tem
3906, nem to com dor nas nimesulida é nimesulida né .,não tem,não tem
3907, nem tomando topiramato e muita água a dor de cabeça passa pqp .,tem,não tem
3908, nem tomei chá de sene ainda e eu já tô com dor de barriga calma querida .,não tem,não tem
3910, nessa hr percebemos que mesmo sem a nicotina adqurimos dor e sofrimento na vida pic twitter com zxhtruh6x2 .,não tem,não tem
3912, nessas ferias eu consegui acabar c um dipirona gotas um nimesulida uma pastilha pra dor de garganta um caixinha de beats e uma dignidad .,não tem,não tem
3913, nessas telhas de zinco faz um calor ksbakajajaka eu ri de sábado .,não tem,não tem
3918, nesse calor só eu e você sob o edredom e uma telha de zinco .,não tem,não tem
3919, nesse calor so um hidroxidozinho de calcio mesmo .,não tem,não tem
3920, nesse calor só um paracetamol na causa .,não tem,não tem
3922, nesse calor vítor hugo indo tomar vacina .,não tem,não tem
3923, nesse momento só tô precisando de uma eritromicina pra minha dor de garganta tá puxado já .,não tem,não tem
3924, nessinha rau aaaaahhh errei o nome tem tantos remédios na minha vida que eu troço tudo pra azia eh omeprazol .,não tem,não tem
3925, neste momento derramando lágrimas de ibuprofeno que não fizeram essa cólica passar .,não tem,não tem
3926, neusaudina pra dor de cabeça paracetamol pra dor e febre nimesulida pra dor na garganta é anti inflamatório alguma coisa .,não tem,não tem
3927, new post estoque de vacina para raiva humana está baixo em mato grosso http ift tt 2itlgag .,não tem,não tem
3928, nga reidals é doença não existe vacina mixtape foi ouro o álbum foi platina .,não tem,não tem
3929, niallkriptonita não é depressão nem nada do tipo eu acho que to com glicose baixa ou anemia .,não tem,não tem
3930, nicbotsis vou tentar porque já tô quase na dose máxima de sertralina e ainda sinto mt ansiedade pra comer .,não tem,não tem
3931, nicoiau é cada dor que papai do céu viu mas vc vai ficar boa jaja toma azitromicina juju .,não tem,não tem
3932, nicollebottoni toma hidroxizina antialérgico pra aliviar a coceira qnd eu peguei eu tomei ele aliviou p caramba mas o foda é o sono .,não tem,não tem
3933, nicotina e álcool não são o problema do século depressão é a culpada deus cuzão .,não tem,não tem
3934, nicotina é uma merda cria dependência .,tem,não tem
3936, nicotina morte aos poucos redacaoespirita https redacaoespirita com br artigo nicotina morte aos poucos .,não tem,não tem
3937, nicotina nicotina ta no meu pulmão corre nas minhas veias mata meu coração morte lenta asma feelings .,tem,não tem
3939, nicotina pra aliviar ansiedade .,não tem,não tem
3940, nicotina pra amenizar a dor por favor .,não tem,não tem
3941, nicotina que me fodeu to cheio de dor .,tem,não tem
3942, nicotina segura muita raiva e muita lágrima infelizmente .,não tem,não tem
3943, nimesulida dá uma dor de estômago que nossa senhora nunca mais tomo isso .,tem,não tem
3944, nimesulida é anti inflamatório então não precisa de receita e ajuda na dor agr se tiver com pus melhor tomar coisa intravenosa .,não tem,não tem
3945, nimesulida e é pra dor de garganta escrevi errado kkk .,não tem,não tem
3948, nimesulida é ótimo é anti inflamatório mas serve eu tomo quando tô com muita dor .,não tem,não tem
3951, nimesulida é um anti inflamatório ótimo p dor de garganta também pode estar escrito cimelide na caixa espero ter ajudado .,não tem,não tem
3952, nimesulida é um lixo né tu quer curar a dor de tal coisa e surge outra por causa do remédio .,não tem,não tem
3953, nimesulida é um ótimo anti inflamatório porém a dor de estômago que dá é surreal .,não tem,não tem
3956, nimesulida entra pra listinha de alergia da maria paula parabens .,tem,não tem
3957, nimesulida farelo de aveia ingerido regularmente vômito ou diarreia depois de 4 hrs de ter tomado a pílula https twitter com eudanborges status 759492732582756353 .,não tem,não tem
3959, nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .,não tem,não tem
3960, nimesulida pode ser nefrotóxica hepatotóxica mas foi o único anti inflamatório que melhorou minha dor de dente .,não tem,não tem
3961, nimesulida pra melhorar dor nas costas mas não mudou nada .,tem,não tem
3962, nimesulida se a dor for muito forte arcoxia mas pro arcoxia precisa de receita em duas vias .,não tem,não tem
3967, nimesulida tão bom que cura até dor de coração partido .,não tem,não tem
3968, nimesulida tem q fazer efeito logo pq rapaz q dor mas ainda sim ontem acordei bem pior hoje só to com febre memo .,não tem,não tem
3969, nimesulida tira a inflamação mas me dá dor de cabeça dor abdominal e surdez temporária do ouvido direito .,tem,não tem
3970, nimesulida tomei essa semana também meu remédio pra dor de cabeça acabou gastrol to precisando ta tudo ardendo é nois .,não tem,não tem
3971, ninapitanga eu tomei nimesulida pra dor de garganta há duas semanas .,não tem,não tem
3973, ninguém libera morfina ninguém dá dias de folga vão se foderem cólica .,não tem,não tem
3975, ninguém sente essa dor que me obriga a tomar hidróxido de alumínio .,não tem,não tem
3976, nitrato de prata na mão não é nada legal minha mão tá toda preta parece uma doença socorro eu juro prof que boto a luva quando mandar .,não tem,não tem
3978, níveis de glicose no sangue acima do ideal causaram 2 2 milhões de mortes ao aumentar risco de doença cardiovascular molina diabetes ms. níveis de oxitocina preveem gravidade da depressão pós parto http www bancodasaude com noticias niveis de oxitocina preveem gravidade da depressao pos parto via bancodasaude .,não tem,não tem
3979, nível da minha cólica no dia de hoje arruma um remédio p mim lá na urgência pode ser morfina .,não tem,não tem
3980, nível de ansiedade 2 dia de tratamento com minoxidil e eu já tô procurando resultado .,não tem,não tem
3981, nível de dependência da dopamina e da endorfina acordando 7 da matina sábados e domingos pra correr xodepressao .,não tem,não tem
3982, nivel de doença tomar omeprazol com café .,não tem,não tem
3983, nnelerm passa anti séptico com lidocaína é melhor ainda pra tirar a dor .,não tem,não tem
3984, no caso essa ânsia de vômito a dor eu já tomei um ranitidina mas parece que vai demorar o efeito .,não tem,não tem
3985, no caso o maior é a cólica que me faz ter que tomar ibuprofeno .,não tem,não tem
3986, no dia que eu estiver estressada real as pessoas vão até querer me dar vacina contra raiva ai ai .,não tem,não tem
3989, no meu caso beber água só passa a ansiedade se tiver 1 mg de lorazepam nela .,não tem,não tem
3990, no meu mundo após a morte no meu céu as estradas e ruas tem plasma glicerina fumaça gelo seco .,não tem,não tem
3991, no momento me entupindo de dipirona para ter menos dor nas costas cristalizando com a idade .,não tem,não tem
3992, no momento to doida nas drogas licitas ijsjsksjssjksjsj eu tive alergia a paracetamol fiquei toda inchada e c asma .,tem,não tem
3993, no momento to tremendo não sei se é frio abstinência de morfina ansiedade pra ganhar alta ou tudo isso junto .,não tem,não tem
3994, no outro andar tem um médico com toda a medicação necessária pra tratar das doença de rola e xoxota e com um monte de glicose .,não tem,não tem
3995, no remédio contra dor de cabeça já tem cafeína migo .,não tem,não tem
3998, no tratamento da obesidade com liraglutida 3 mg efeito adverso de náusea fugaz é preditor de maior perda de peso http 1 usa gov 1mbvqou .,não tem,não tem
3999, no treino se não tiver dor pra mim não serve smarth adrenalina dopamina serotonina .,não tem,não tem
4001, noite toda acordado essa maldita dor na garganta nimesulida não fez efeito agora é tentar outro remédio feeling angry .,não tem,não tem
4002, nome disso é vício em dopamina eu me identifico não coma beleza é claro .,não tem,não tem
4003, nope dor de cabeça sem fim desde sexta já cheguei a acabar com meu ibuprofeno naproxeno e dipirona de tanto que tentei .,tem,não tem
4005, norepinefrina e a serotonina causam bem estar prazer felicidade os efeitos colaterais podem ser boca seca sono tontura e prisao de ventre .,não tem,não tem
4009, nossa amei d vivo fodido com azia asia n sei akdjsk omeprazol acho q eu tenho .,não tem,não tem
4011, nossa amiga muito obrigada já passei na farmácia e comprei nimesulida pra desinflamar e dorflex pra dor no geral .,não tem,não tem
4013, nossa bem raro funcionar comigo tive que tomar um pra cólica e paracetamol junto pra aliviar .,não tem,não tem
4015, nossa comprei um paracetamol com cafeina minha dor de cabeça melhorou em um segundo .,não tem,não tem
4016, nossa é horrível mesmo compra um remedinho chamado nimesulida pede o genérico que é mais barato que ajuda muito na dor .,não tem,não tem
4017, nossa é tipo bicarbonato de sódio serve para n coisas rsrrs de limpar fogão à melhorar dor de barriga .,não tem,não tem
4018, nossa em quanto tempo será que omeprazol faz efeito num to aguentando essa dor .,não tem,não tem
4020, nossa eu coloquei bicarbonato de sódio na minha afta e eu tô sentindo a dor passando por todo o meu corpo .,tem,não tem
4023, nossa eu tomando glicose vai ser por coma kshsjsh .,não tem,não tem
4024, nossa eu tomo paracetamol quando eu tô doente é muito escroto ser alérgico a algum remédio vc tem alguma alergia .,não tem,não tem
4025, nossa idem tô sem venlafaxina e a abstinência me fez uma tontura que me fez dormir pra caralho tá foda melhoras pra gente .,tem,não tem
4026, nossa logo de dipirona eu também tenho alergia de alguns remédios mas nem sei quais são hauhauahau .,tem,não tem
4027, nossa mano eu tava morrendo de cólica tomei paracetamol .,não tem,não tem
4029, nossa pior parte do calor meu nariz sangra toda vez .,não tem,não tem
4030, nossa q depressão mas tem alguma coisa com glicose na fotossíntese sim .,não tem,não tem
4031, nossa que agressividade já tomou sua vacina contra raiva miga pic twitter com kxht5k8m5p .,não tem,não tem
4033, nossa que bom que deu certo dor de cabeca é péssimo odeio qual vitamina ce tomava .,não tem,não tem
4034, nossa que dor de cabeça sabe o q eu to precisando isso mesmo ibuprofeno e 8 horas de sono .,não tem,não tem
4036, nossa senhora eu preciso do meu fluoxetina é uma ansiedade que eu fico tremendo .,não tem,não tem
4037, nossa só com omeprazol e pepsamar pra aguentar essas azia defendendo futebol do inter .,não tem,não tem
4038, nossa tpmou vacina contra raiva .,não tem,não tem
4039, nossssss pede fala que você ta com uma doença rara que você precisa de glicose e precisa de um churros .,não tem,não tem
4041, nota duloxetina dá mesmo enjôo 2 dia de medicação 2 tarde de enjôos incomodam menos q uma dor de cabeça mediana porém se fazem presente .,tem,não tem
4042, noticias ao minuto vacina para travar dependência de cocaína pode ser uma realidade http bit ly 2b36xzg .,não tem,não tem
4043, notícias ao minuto vacina para travar dependência de cocaína pode ser uma realidade https www noticiasaominuto com lifestyle 635366 vacina para travar dependencia de cocaina pode ser uma realidade .,não tem,não tem
4045, nova doença descoberta pra quem tem falta de vitamina d monstro da malásia isabelyfreitas lianaaraujo2 kkkkkkkkkkkkkk .,não tem,não tem
4046, nova febre nas academias suplemento que aumenta a testosterona e o hgh http fb me 7rtcaewpv .,não tem,não tem
4047, nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo as pessoas com diabetes ao http fb me 7nrn6xvdr .,não tem,não tem
4048, nova opção de tratamento para doença de alzheimer é incorporada ao sus aprovação da rivastigmina adesivo tra http bit ly 2d4uplw .,não tem,não tem
4049, novas regras na metadona geram confusão e detenções é a manchete do açoriano oriental http dlvr it mnxtbc .,não tem,não tem
4050, novidade alprostadil é uma opção terapêutica segura e eficaz em pacientes com disfunção erétil os resultados http fb me 4kquvt7kg .,não tem,não tem
4051, novidade na área o alprostadil é um potente vasodilatador para tratamentos de disfunção erétil ativo comprovado http fb me 8javmfwre .,não tem,não tem
4052, novo dispositivo para medir a glicose sem dor através de um adesivo é liberado na europa http fb me 2mylsqu1e .,não tem,não tem
4053, novo método pra evitar que o cão internado não coma o equipo passar dipirona no mesmo tiro e queda haha .,não tem,não tem
4054, nslausch amiga aqui em casa tem sibutramina remédio pra esquizofrenia pra gripe suína rivotril mas não tem remédio pra cólica .,não tem,não tem
4055, nu aqui não tem nem omeprazol p essa dor fdp .,não tem,não tem
4056, nu fiquei toda empolada na escola hj nunca fiquei tão vermelha pqp tenho alergia à dipirona tem base .,tem,não tem
4057, numa festa infantil sentada na sarjeta do lado da cama elástica e do rádio se a minha cabeça não explodir de dor será por alta de glicose .,não tem,não tem
4058, nunca faça vitamina diarreia kkkk http fb me 147hoavsm .,não tem,não tem
4059, nunca fiquei tão desesperada por uma nimesulida deus queira que passe a dor de ouvido .,não tem,não tem
4060, nunca imaginei que ela não iria lembrar que sou alérgica à dipirona estamos aqui esperando a minha morte iniciada por edema de glote .,tem,não tem
4061, nunca imaginei que fosse ter uma dependência tão grande de paroxetina .,tem,não tem
4062, nunca mais tomo venlafaxina só me deu enxaqueca e me fez emagrecer .,tem,não tem
4063, nunca pensei q ia gostar tanto de ter alergia a dipirona .,tem,não tem
4064, nunca se sabe quando é a alergia à benzocaína volta a aparecer https twitter com marcosjsramos status 771675527002206208 .,não tem,não tem
4065, nunca tenho cólica sou a mutante não tenho essas coisas nunca sentir cólica sou a filha da dipirona .,não tem,não tem
4066, nunca tinha visto alguém com alergia a dipirona https twitter com gatinhawn status 777384157680902144 .,não tem,não tem
4067, nunca tomei esse minha cólica passa com paracetamol kkkjkkj .,não tem,não tem
4068, nunca tomei mas sempre tomo piroxicam e um comprimido corta minha cólica de todos os dias mas acabou .,não tem,não tem
4069, nunca tomem chá de sene da uma dor de barriga .,tem,não tem
4071, nunca vai existir algo c gas q sirva pra tantas situacoes qt coca alem de ter glicose p krl p teu figado cura enjoo desentope pia .,não tem,não tem
4074, o almoço foi um oferecimento enxaqueca delicioso ibuprofeno 600 acompanhado de saborosa naratriptana mal posso esperar pela sobremesa .,não tem,não tem
4076, o amor realmente é como morfina quando você tá com muita dor você usa e depois quer mais mais e mais .,não tem,não tem
4077, o analgésico que eu estou tomando metadona além de cortar o meu sono me dá uma azia du ca .,tem,não tem
4078, o antibiótico penicilina usado para combater a doença é considerado barato demais pela indústria farmacêutica http fb me 1thmaylkf .,não tem,não tem
4080, o antidepressivo que eu tomo venlafaxina dá uma tontura de querer morrer se eu simplesmente tomo fora do horário e coisa de 2 3h .,não tem,não tem
4081, o azitromicina eh bom pq ele me dá tanta dor e náusea que eu esqueço da sinusite .,tem,não tem
4083, o babaca no suor perde minerais essenciais pra contração muscular como magnesio e zinco e depois morre de câimbra e não sabe pq .,não tem,não tem
4084, o bb tem alergia a ptn do leite de vaca e intolerancia a lactose mãe não pode tomar o leite e nem cafeína dar água msm .,não tem,não tem
4085, o beijo é mais poderoso que a morfina pffff que eu saiba um beijo não provoca depressão respiratória .,não tem,não tem
4086, o bicarbonato de sódio aliás é um composto químico que me causa arrepios por ter convivido com suas utilidades obscuras .,não tem,não tem
4087, o bicarbonato de sódio faria o mesmo efeito e teria te poupado essa dor .,não tem,não tem
4089, o bom de trabalhar com doces é q eu enjoo rápido e fico evitando qualquer doce bom p minha glicose .,não tem,não tem
